#,Transaction Date,Senator,Owner,Ticker,Asset Name,Asset Type,Type,Amount,Comment,URL
22,01/17/2017,The Honorable Thad Cochran (Former Senator),Self,CIU,iShares Trust - iShares Intermediate Credit Bond E,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/162eb5ab-a98b-47cd-9bf7-11603def5488/
21,01/17/2017,The Honorable Thad Cochran (Former Senator),Self,IWF,iShares Russell 1000 Growth,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/162eb5ab-a98b-47cd-9bf7-11603def5488/
20,01/17/2017,The Honorable Thad Cochran (Former Senator),Self,IWM,iShares Russell 2000,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/162eb5ab-a98b-47cd-9bf7-11603def5488/
19,01/17/2017,The Honorable Thad Cochran (Former Senator),Self,--,IWD-iShares Russell 1000 Value,Stock,Sale (Partial),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/162eb5ab-a98b-47cd-9bf7-11603def5488/
18,01/17/2017,The Honorable Thad Cochran (Former Senator),Self,EFA,iShares Trust - iShares MSCI EAFE ETF,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/162eb5ab-a98b-47cd-9bf7-11603def5488/
17,01/17/2017,The Honorable Thad Cochran (Former Senator),Self,EEM,"iShares, Inc. - iShares MSCI Emerging Markets ETF",Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/162eb5ab-a98b-47cd-9bf7-11603def5488/
16,01/17/2017,The Honorable Thad Cochran (Former Senator),Self,VOO,Vanguard 500 ETF,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/162eb5ab-a98b-47cd-9bf7-11603def5488/
15,01/17/2017,The Honorable Thad Cochran (Former Senator),Self,SPIB,SPDR® Portfolio Intermediate Term Corporate Bond E,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/162eb5ab-a98b-47cd-9bf7-11603def5488/
14,01/17/2017,The Honorable Thad Cochran (Former Senator),Self,IEFA,iShares Core MSCI EAFE,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/162eb5ab-a98b-47cd-9bf7-11603def5488/
13,01/17/2017,The Honorable Thad Cochran (Former Senator),Self,IEMG,"iShares, Inc. - iShares Core MSCI Emerging Markets",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/162eb5ab-a98b-47cd-9bf7-11603def5488/
12,01/17/2017,The Honorable Thad Cochran (Former Senator),Self,IJR,iShares Core S&P Small-Cap,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/162eb5ab-a98b-47cd-9bf7-11603def5488/
11,01/17/2017,The Honorable Thad Cochran (Former Senator),Self,IJH,iShares Trust - iShares Core S&P Mid-Cap ETF,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/162eb5ab-a98b-47cd-9bf7-11603def5488/
10,01/25/2017,The Honorable Thad Cochran (Former Senator),Self,IYH,iShares US Healthcare,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/162eb5ab-a98b-47cd-9bf7-11603def5488/
9,01/25/2017,The Honorable Thad Cochran (Former Senator),Self,MOS,The Mosaic Company,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/162eb5ab-a98b-47cd-9bf7-11603def5488/
8,01/17/2017,The Honorable Thad Cochran (Former Senator),Self,CF,"CF Industries Holdings, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/162eb5ab-a98b-47cd-9bf7-11603def5488/
7,01/09/2017,The Honorable Thad Cochran (Former Senator),Self,OAK,"Oaktree Capital Group, LLC",Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/162eb5ab-a98b-47cd-9bf7-11603def5488/
6,01/09/2017,The Honorable Thad Cochran (Former Senator),Self,CG,The Carlyle Group LP,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/162eb5ab-a98b-47cd-9bf7-11603def5488/
5,01/09/2017,The Honorable Thad Cochran (Former Senator),Self,T,AT&T Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/162eb5ab-a98b-47cd-9bf7-11603def5488/
4,01/06/2017,The Honorable Thad Cochran (Former Senator),Self,HIG,"The Hartford Financial Services Group, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/162eb5ab-a98b-47cd-9bf7-11603def5488/
3,01/04/2017,The Honorable Thad Cochran (Former Senator),Self,IJJ,iShares Trust - iShares S&P Mid-Cap 400 Value ETF,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/162eb5ab-a98b-47cd-9bf7-11603def5488/
2,01/04/2017,The Honorable Thad Cochran (Former Senator),Self,IWM,iShares Russell 2000,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/162eb5ab-a98b-47cd-9bf7-11603def5488/
1,12/30/2016,The Honorable Thad Cochran (Former Senator),Self,BABY,Natus Medical Incorporated,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/162eb5ab-a98b-47cd-9bf7-11603def5488/
13,01/25/2016,The Honorable Thad Cochran (Former Senator),Self,IP,International Paper Company,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/435bd080-051e-42f2-bf2f-30b459440809/
12,01/22/2016,The Honorable Thad Cochran (Former Senator),Self,KKR,KKR &amp; Co. L.P.,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/435bd080-051e-42f2-bf2f-30b459440809/
11,01/21/2016,The Honorable Thad Cochran (Former Senator),Self,IR,Ingersoll-Rand Plc,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/435bd080-051e-42f2-bf2f-30b459440809/
10,01/20/2016,The Honorable Thad Cochran (Former Senator),Self,KHC,The Kraft Heinz Company,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/435bd080-051e-42f2-bf2f-30b459440809/
9,01/20/2016,The Honorable Thad Cochran (Former Senator),Self,CVS,CVS Health Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/435bd080-051e-42f2-bf2f-30b459440809/
8,01/12/2016,The Honorable Thad Cochran (Former Senator),Self,MPW,Medical Properties Trust Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/435bd080-051e-42f2-bf2f-30b459440809/
7,01/08/2016,The Honorable Thad Cochran (Former Senator),Self,HDS,"HD Supply Holdings, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/435bd080-051e-42f2-bf2f-30b459440809/
6,01/07/2016,The Honorable Thad Cochran (Former Senator),Self,CVS,CVS Health Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/435bd080-051e-42f2-bf2f-30b459440809/
5,01/07/2016,The Honorable Thad Cochran (Former Senator),Self,MSM,MSC Industrial Direct Co. Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/435bd080-051e-42f2-bf2f-30b459440809/
4,01/07/2016,The Honorable Thad Cochran (Former Senator),Self,MDLZ,"Mondelez International, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/435bd080-051e-42f2-bf2f-30b459440809/
3,01/06/2016,The Honorable Thad Cochran (Former Senator),Self,GEL,Genesis Energy LP,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/435bd080-051e-42f2-bf2f-30b459440809/
2,01/05/2016,The Honorable Thad Cochran (Former Senator),Self,ETE,"Energy Transfer Equity, L.P.",Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/435bd080-051e-42f2-bf2f-30b459440809/
1,12/29/2015,The Honorable Thad Cochran (Former Senator),Self,LKQ,LKQ Corp.,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/435bd080-051e-42f2-bf2f-30b459440809/
9,11/24/2017,The Honorable Thad Cochran (Former Senator),Self,DLPH,Aptiv PLC,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c33755b8-db6b-470d-9768-a7e2a0669f9e/
8,11/22/2017,The Honorable Thad Cochran (Former Senator),Self,SEP,"Spectra Energy Partners, LP",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c33755b8-db6b-470d-9768-a7e2a0669f9e/
7,11/15/2017,The Honorable Thad Cochran (Former Senator),Self,PDCO,"Patterson Companies, Inc.",Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c33755b8-db6b-470d-9768-a7e2a0669f9e/
6,11/15/2017,The Honorable Thad Cochran (Former Senator),Self,FDUS,Fidus Investment Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c33755b8-db6b-470d-9768-a7e2a0669f9e/
5,11/15/2017,The Honorable Thad Cochran (Former Senator),Self,TCPC,TCP Capital Corp.,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c33755b8-db6b-470d-9768-a7e2a0669f9e/
4,11/14/2017,The Honorable Thad Cochran (Former Senator),Self,ICHR,"Ichor Holdings, Ltd.",Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c33755b8-db6b-470d-9768-a7e2a0669f9e/
3,11/03/2017,The Honorable Thad Cochran (Former Senator),Self,CMLPSX,"Guggenheim Defined Portfolios,",Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c33755b8-db6b-470d-9768-a7e2a0669f9e/
2,11/03/2017,The Honorable Thad Cochran (Former Senator),Self,ATH,Athene Holding Ltd.,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c33755b8-db6b-470d-9768-a7e2a0669f9e/
1,10/30/2017,The Honorable Thad Cochran (Former Senator),Self,ORI,Old Republic International Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c33755b8-db6b-470d-9768-a7e2a0669f9e/
10,02/18/2016,The Honorable Thad Cochran (Former Senator),Self,CG,The Carlyle Group LP,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/5508973f-28a9-41d4-a5cf-713328d2dda1/
9,02/12/2016,The Honorable Thad Cochran (Former Senator),Self,IR,Ingersoll-Rand Plc,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/5508973f-28a9-41d4-a5cf-713328d2dda1/
8,02/08/2016,The Honorable Thad Cochran (Former Senator),Self,CVS,CVS Health Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/5508973f-28a9-41d4-a5cf-713328d2dda1/
7,02/03/2016,The Honorable Thad Cochran (Former Senator),Self,VILLX,Villere Balanced Inv,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/5508973f-28a9-41d4-a5cf-713328d2dda1/
6,02/02/2016,The Honorable Thad Cochran (Former Senator),Self,TEVA,Teva Pharmaceutical Industries Limited,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/5508973f-28a9-41d4-a5cf-713328d2dda1/
5,02/02/2016,The Honorable Thad Cochran (Former Senator),Self,AMAT,"Applied Materials, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/5508973f-28a9-41d4-a5cf-713328d2dda1/
4,02/02/2016,The Honorable Thad Cochran (Former Senator),Self,AXE,Anixter International Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/5508973f-28a9-41d4-a5cf-713328d2dda1/
3,02/01/2016,The Honorable Thad Cochran (Former Senator),Self,D,"Dominion Resources, Inc.",Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/5508973f-28a9-41d4-a5cf-713328d2dda1/
2,01/29/2016,The Honorable Thad Cochran (Former Senator),Self,AXE,Anixter International Inc.,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/5508973f-28a9-41d4-a5cf-713328d2dda1/
1,01/27/2016,The Honorable Thad Cochran (Former Senator),Self,ZION,Zions Bancorporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/5508973f-28a9-41d4-a5cf-713328d2dda1/
10,08/19/2016,The Honorable Thad Cochran (Former Senator),Self,--,FLRN-SPDR Barclays Investment Grd Fl Rt ETF,Stock,Sale (Full),"$1,001 - $15,000",amt of sale was under $1000. included bc year end holdings will be overstated if not included,https://efdsearch.senate.gov/search/view/ptr/0b5f04a0-d4a8-43aa-8645-09b2893d249c/
9,08/23/2016,The Honorable Thad Cochran (Former Senator),Self,PFE,Pfizer Inc.,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/0b5f04a0-d4a8-43aa-8645-09b2893d249c/
8,08/23/2016,The Honorable Thad Cochran (Former Senator),Self,TEX,Terex Corporation,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/0b5f04a0-d4a8-43aa-8645-09b2893d249c/
7,08/23/2016,The Honorable Thad Cochran (Former Senator),Self,VGRAX,Invesco Mid Cap Growth A,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/0b5f04a0-d4a8-43aa-8645-09b2893d249c/
6,08/24/2016,The Honorable Thad Cochran (Former Senator),Self,LLY,Eli Lilly and Company,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/0b5f04a0-d4a8-43aa-8645-09b2893d249c/
5,08/17/2016,The Honorable Thad Cochran (Former Senator),Self,MDLZ,"Mondelez International, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/0b5f04a0-d4a8-43aa-8645-09b2893d249c/
4,08/05/2016,The Honorable Thad Cochran (Former Senator),Self,MTCIX,MFS Technology I,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/0b5f04a0-d4a8-43aa-8645-09b2893d249c/
3,08/05/2016,The Honorable Thad Cochran (Former Senator),Self,BMY,Bristol-Myers Squibb Company,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/0b5f04a0-d4a8-43aa-8645-09b2893d249c/
2,08/02/2016,The Honorable Thad Cochran (Former Senator),Self,KSU,Kansas City Southern,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/0b5f04a0-d4a8-43aa-8645-09b2893d249c/
1,08/02/2016,The Honorable Thad Cochran (Former Senator),Self,CG,The Carlyle Group LP,Stock,Sale (Partial),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/0b5f04a0-d4a8-43aa-8645-09b2893d249c/
6,07/31/2015,The Honorable Thad Cochran (Former Senator),Self,CR,Crane Co. (NYSE),Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/b71d8d9b-00d4-448c-981b-bbc9f7f25b9b/
5,07/28/2015,The Honorable Thad Cochran (Former Senator),Self,APO,"Apollo Global Management, LLC (NYSE)",Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b71d8d9b-00d4-448c-981b-bbc9f7f25b9b/
4,07/22/2015,The Honorable Thad Cochran (Former Senator),Self,KSU,Kansas City Southern (NYSE),Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/b71d8d9b-00d4-448c-981b-bbc9f7f25b9b/
3,07/17/2015,The Honorable Thad Cochran (Former Senator),Self,BURFX,Burnham Financial Long/Short A (NASDAQ),Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b71d8d9b-00d4-448c-981b-bbc9f7f25b9b/
2,07/16/2015,The Honorable Thad Cochran (Former Senator),Self,KHC,The Kraft Heinz Company (NASDAQ),Stock,Purchase,"$250,001 - $500,000",--,https://efdsearch.senate.gov/search/view/ptr/b71d8d9b-00d4-448c-981b-bbc9f7f25b9b/
1,07/15/2015,The Honorable Thad Cochran (Former Senator),Self,OAKIX,Oakmark International I (NASDAQ),Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/b71d8d9b-00d4-448c-981b-bbc9f7f25b9b/
8,06/25/2015,The Honorable Thad Cochran (Former Senator),Self,BX,The Blackstone Group L.P. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c22d777b-f1a0-4ece-b993-7f1ddc633d89/
7,06/15/2015,The Honorable Thad Cochran (Former Senator),Self,BSX,Boston Scientific Corporation (NYSE),Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c22d777b-f1a0-4ece-b993-7f1ddc633d89/
6,06/10/2015,The Honorable Thad Cochran (Former Senator),Self,PFG,Principal Financial Group Inc. (NYSE),Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c22d777b-f1a0-4ece-b993-7f1ddc633d89/
5,06/05/2015,The Honorable Thad Cochran (Former Senator),Self,MU,"Micron Technology, Inc. (NASDAQ)",Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c22d777b-f1a0-4ece-b993-7f1ddc633d89/
4,06/05/2015,The Honorable Thad Cochran (Former Senator),Self,PAA,"Plains All American Pipeline, L.P. (NYSE)",Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c22d777b-f1a0-4ece-b993-7f1ddc633d89/
3,06/04/2015,The Honorable Thad Cochran (Former Senator),Self,STE,Steris Corp. (NYSE),Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c22d777b-f1a0-4ece-b993-7f1ddc633d89/
2,06/03/2015,The Honorable Thad Cochran (Former Senator),Self,AXE,Anixter International Inc. (NYSE),Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c22d777b-f1a0-4ece-b993-7f1ddc633d89/
1,05/27/2015,The Honorable Thad Cochran (Former Senator),Self,MU,"Micron Technology, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/c22d777b-f1a0-4ece-b993-7f1ddc633d89/
8,05/22/2015,The Honorable Thad Cochran (Former Senator),Self,MU,"Micron Technology, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/4e57637c-211a-4a14-bb30-e071b18cf0cb/
7,05/18/2015,The Honorable Thad Cochran (Former Senator),Self,PAA,"Plains All American Pipeline, L.P. (NYSE)",Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/4e57637c-211a-4a14-bb30-e071b18cf0cb/
6,05/06/2015,The Honorable Thad Cochran (Former Senator),Self,OHI,Omega Healthcare Investors Inc. (NYSE),Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/4e57637c-211a-4a14-bb30-e071b18cf0cb/
5,04/20/2015,The Honorable Thad Cochran (Former Senator),Self,CE,Celanese Corporation (NYSE),Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/4e57637c-211a-4a14-bb30-e071b18cf0cb/
4,04/20/2015,The Honorable Thad Cochran (Former Senator),Self,APO,"Apollo Global Management, LLC (NYSE)",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/4e57637c-211a-4a14-bb30-e071b18cf0cb/
3,04/20/2015,The Honorable Thad Cochran (Former Senator),Self,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/4e57637c-211a-4a14-bb30-e071b18cf0cb/
2,04/17/2015,The Honorable Thad Cochran (Former Senator),Self,FOE,Ferro Corporation (NYSE),Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/4e57637c-211a-4a14-bb30-e071b18cf0cb/
1,04/13/2015,The Honorable Thad Cochran (Former Senator),Self,LAZ,Lazard Ltd. (NYSE),Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/4e57637c-211a-4a14-bb30-e071b18cf0cb/
13,12/18/2017,The Honorable Thad Cochran (Former Senator),Self,MTCIX,MFS Technology I,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/e7051225-a840-482b-b221-2c7ee650c067/
12,12/18/2017,The Honorable Thad Cochran (Former Senator),Self,OI,"Owens-Illinois, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/e7051225-a840-482b-b221-2c7ee650c067/
11,12/18/2017,The Honorable Thad Cochran (Former Senator),Self,ETP,"Energy Transfer Partners, L.P.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/e7051225-a840-482b-b221-2c7ee650c067/
10,12/18/2017,The Honorable Thad Cochran (Former Senator),Self,FSD,First Trust High Income Long/Short Fund,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/e7051225-a840-482b-b221-2c7ee650c067/
9,12/14/2017,The Honorable Thad Cochran (Former Senator),Self,SEP,"Spectra Energy Partners, LP",Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/e7051225-a840-482b-b221-2c7ee650c067/
8,12/12/2017,The Honorable Thad Cochran (Former Senator),Self,SMGIX,Columbia Contrarian Core Inst,Stock,Purchase,"$1,001 - $15,000",This is a capital gain reinvestment.,https://efdsearch.senate.gov/search/view/ptr/e7051225-a840-482b-b221-2c7ee650c067/
7,12/11/2017,The Honorable Thad Cochran (Former Senator),Self,CCIZX,Columbia Seligman Comms & Info Inst,Stock,Purchase,"$1,001 - $15,000",This is a capital gain reinvestment.,https://efdsearch.senate.gov/search/view/ptr/e7051225-a840-482b-b221-2c7ee650c067/
6,12/05/2017,The Honorable Thad Cochran (Former Senator),Self,"DLPH
APTV","Delphi Technologies PLC (Exchanged)
Aptiv PLC (Received)",Stock,Exchange,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/e7051225-a840-482b-b221-2c7ee650c067/
